Beacon Rock,,,Young Warriors,Pitch 1,,5.,8,,,174,PRCs,«««,,Mixed,F,9/16/14,,,,,,,,,,,,
Beacon Rock,,,Young Warriors,Pitch 2,,5.,9,,,174,PRCs,«««,,TR,,9/16/14,,,,,,,,,,,,
Beacon Rock,,,Young Warriors,Pitch 3,,5.,9,,,174,PRCs,«««,,Trad,F,9/16/14,,,,,,,,,,,,
Beacon Rock,,,Young Warriors,Pitch 4,,5.,9,,,174,PRCs,«««,,TR,,9/16/14,,,,,,,,,,,,
Beacon Rock,,,Crusin,,,5.,7,,,175,PRCs,«««,,Trad,F,8/23/14,,,,,,,,,,,,
Beacon Rock,,Southeast Face,Southeast Face,Pitch 1,,5.,6,,,176,PRCs,«««,,Trad,RP,9/12/14,8/27/14,8/23/14,8/6/13,,,,,,,,,
Beacon Rock,,Southeast Face,Southeast Face,Pitch 2,,5.,2,,,176,PRCs,«,,Trad,RP,9/12/14,8/27/14,8/23/14,8/6/13,,,,,,,,,
Beacon Rock,,Southeast Face,Southeast Face,Pitch 3,,5.,7,,,176,PRCs,«««,,Trad,F,9/12/14,8/27/14,8/23/14,8/6/13,,,,,,,,,
Beacon Rock,,Southeast Face,Southeast Face,Pitch 4,,5.,6,,,176,PRCs,««,,TR,RP,9/12/14,8/27/14,8/23/14,8/6/13,,,,,,,,,
Beacon Rock,,Southeast Face,Southeast Face,Pitch 5,,5.,6,,,176,PRCs,««,,Trad,F,9/12/14,9/10/14,8/27/14,8/23/14,8/6/13,,,,,,,,
Beacon Rock,,Southeast Face,Southeast Face,Pitch 6,,5.,4,,,176,PRCs,«««,,Trad,RP,9/12/14,9/10/14,8/27/14,8/23/14,8/6/13,,,,,,,,
Beacon Rock,,Southeast Face,Southeast Face,Pitch 7,,5.,5,,,176,PRCs,«««,,Trad,RP,9/12/14,9/10/14,8/27/14,8/23/14,8/6/13,,,,,,,,
Beacon Rock,,,Jill's Thrill,Pitch 1,,5.,9,,,178,PRCs,«««,,TR,RP,9/14/14,9/10/14,,,,,,,,,,,
Beacon Rock,,,Jill's Thrill,Pitch 2,,5.,9,,,178,PRCs,«««,,TR,RP,9/14/14,9/10/14,,,,,,,,,,,
Beacon Rock,,,Jill's Thrill,Pitch 3,,5.,9,,,178,PRCs,«««,,Trad,F,9/14/14,9/10/14,,,,,,,,,,,
Beacon Rock,,,Right Gull,Pitch 1,,5.,6,,,178,PRCs,««,,Trad,F,9/16/14,,,,,,,,,,,,
Beacon Rock,,,Right Gull,Pitch 2,,5.,10a,,,178,PRCs,««,,Mixed/Aid,,9/16/14,,,,,,,,,,,,
Beacon Rock,,,Right Gull,Pitch 3,,5.,8,,,178,PRCs,««,,TR,,9/16/14,,,,,,,,,,,,
Beacon Rock,,,Little Wing,,,5.,8,,,181,PRCs,«««,,Trad,F,9/16/14,9/14/14,9/10/14,,,,,,,,,,
Beacon Rock,,,Dod's Jam,Pitch 1,,5.,8,,,189,PRCs,«««,,Trad,F,8/18/13,,,,,,,,,,,,
Beacon Rock,,,Dod's Jam,Pitch 2,,5.,9,,,189,PRCs,«««,,TR/Aid,,8/18/13,,,,,,,,,,,,
Beacon Rock,,,Dod's Jam,Pitch 3,,5.,10c,,,189,PRCs,«««,,TR/Aid,,8/18/13,,,,,,,,,,,,
Beacon Rock,,,Dastardly Crack,,,5.,9,,,190,PRCs,«««,,Trad,,8/18/13,,,,,,,,,,,,
Beacon Rock,,,Windsurfer,,,5.,10b,,,191,PRCs,«««,,TR,,8/18/13,,,,,,,,,,,,
Beacon Rock,,Southeast Face,Southeast Face Variation,,,5.,5,,,,,««,,Trad,F,9/14/14,,,,,,,,,,,,
Broughton Bluff,,North Face,Frodo's Journey,,,5.,9,,,16,PRCs,«««,Placed small cam high on route,Sport,RP,4/14/14,7/17/13,,,,,,,,,,,
Broughton Bluff,,North Face,Gandalf's Grip,Pitch 1,,5.,9,,,17,PRCs,««,,Mixed,,7/4/13,,,,,,,,,,,,
Broughton Bluff,,North Face,Gandalf's Grip,Pitch 2,,5.,8,,,17,PRCs,««,,Mixed,,7/4/13,,,,,,,,,,,,
Broughton Bluff,,Hanging Gardens,Edges and Ledges,,,5.,8,,,19,PRCs,«««,,Mixed,F,4/14/14,4/26/13,1/19/13,9/20/12,,,,,,,,,
Broughton Bluff,,Hanging Gardens,Giant's Staircase,,,5.,6,,,19,PRCs,««,,Free Solo,F,5/12/14,4/14/14,4/26/13,3/10/13,1/19/13,,,,,,,,
Broughton Bluff,,Hanging Gardens,Sickle,,,5.,9,,,19,PRCs,«««,,TR,,5/12/14,4/14/14,5/6/13,9/19/12,3/25/12,5/23/09,,,,,,,
Broughton Bluff,,Hanging Gardens,The Hammer,,,5.,9,,,19,PRCs,««,,TR,,4/26/13,3/25/12,,,,,,,,,,,
Broughton Bluff,,Hanging Gardens,Chockstone Chimeny,,,5.,9,,,20,PRCs,««,,Trad,F,3/10/13,,,,,,,,,,,,
Broughton Bluff,,Hanging Gardens,Loose Block Overhang,Pitch 1,,5.,8,,,20,PRCs,««,,TR,,5/6/13,,,,,,,,,,,,
Broughton Bluff,,Hanging Gardens,Tip City,,,5.,10a,,,20,PRCs,««,,TR,,3/10/13,,,,,,,,,,,,
Broughton Bluff,,Red Wall,Anastasia,,,5.,9,,,28,PRCs,««,,TR,,5/14/14,,,,,,,,,,,,
Broughton Bluff,,Red Wall,Classic Crack,,,5.,9,,,29,PRCs,««,,TR,,5/14/14,7/4/13,1/19/13,9/19/12,,,,,,,,,
Broughton Bluff,,Red Wall,Sheer Stress,Pitch 1,,5.,10a,,,29,PRCs,««,,TR,,7/4/13,,,,,,,,,,,,
Broughton Bluff,,Red Wall,Red Eye,Pitch 1,,5.,10c,,,32,PRCs,«««,,Sport,F,7/4/13,9/19/12,,,,,,,,,,,
Broughton Bluff,,Red Wall,Friction,,,5.,9,,,34,PRCs,««,,Mixed,F,5/14/14,7/4/13,,,,,,,,,,,
Broughton Bluff,,Red Wall,Shootin',,Shoot from the Hip,5.,10c,,,34,PRCs,«««,,TR,,5/14/14,7/4/13,,,,,,,,,,,
Broughton Bluff,,Red Wall,Short Fuse,,,5.,10c,,,37,PRCs,«,,TR,,5/14/14,,,,,,,,,,,,
Broughton Bluff,,Bat Wall,Lost Boys,,,5.,10d,,,41,PRCs,««,,TR,,7/4/13,,,,,,,,,,,,
Bulo Point,,South Gully,Silence of the Cams,,,5.,7,,,74,RCO,««,,Sport,F,6/29/13,,,,,,,,,,,,
Bulo Point,,South Gully,Inversion Excursion,,,5.,8,,,75,RCO,«,,Sport,F,6/29/13,,,,,,,,,,,,
Bulo Point,,South Gully,Seperated at Birth,,,5.,10b,,,78,RCO,««,,Sport,F,6/29/13,,,,,,,,,,,,
Bulo Point,,Main Area,Barking Spider,,,5.,6,,,79,RCO,««,,Sport,F,7/28/13,,,,,,,,,,,,
Bulo Point,,Main Area,For the Love of God Alice Shut the Bathroom Door,,,5.,10a,,,80,RCO,««,,Sport,F,6/29/13,,,,,,,,,,,,
Bulo Point,,Main Area,Plumber's Crack,,,5.,5,,,81,RCO,««,,Trad,F,7/28/13,,,,,,,,,,,,
Bulo Point,,Main Area,Jet Stream,,,5.,9,,,82,RCO,«««,,Sport,F,6/29/13,,,,,,,,,,,,
Bulo Point,,Main Area,Jet Wind,,,5.,8,,,82,RCO,«««,,Sport,F,6/29/13,,,,,,,,,,,,
Bulo Point,,Main Area,Nook and Cranny,,,5.,7,,,82,RCO,«««,,Trad,F,7/28/13,6/29/13,,,,,,,,,,,
Bulo Point,,Main Area,Return of Yoda,,,5.,10c,,,82,RCO,««,,Sport,RP,8/5/13,,,,,,,,,,,,
Bulo Point,,Main Area,Black Market Organ Donor,,,5.,10a,,,83,RCO,«««,,Mixed,F,8/5/13,7/28/13,,,,,,,,,,,
Bulo Point,,Main Area,Cattle Guard,,,5.,9,,,84,RCO,««,,Sport,RP,8/5/13,6/30/13,,,,,,,,,,,
Bulo Point,,Main Area,Nuke the Gay Whales for Jesus,,,5.,7,,,84,RCO,««,,Sport,F,6/30/13,,,,,,,,,,,,
Bulo Point,,Main Area,Line Dancing,,,5.,8,,,85,RCO,«««,,Trad,RP,8/5/13,6/30/13,,,,,,,,,,,
Bulo Point,,Northeast Section,DaKind,,,5.,9,,,87,RCO,«««,,Sport,F,6/30/13,,,,,,,,,,,,
Callahans,Mind Planet,Upper Calvin and Hobbes,Calvinball,,,5.,5,,,165,WR,«,,Sport,,5/30/09,,,,,,,,,,,,
Callahans,Mind Planet,The Near Side,Duck Pond,,,5.,6,,,166,WR,«,,Sport,,5/30/09,,,,,,,,,,,,
Callahans,Mind Planet,Beginnings Area,Balancing Act,,,5.,8,,,169,WR,««,,Sport,,5/30/09,,,,,,,,,,,,
Callahans,Mind Planet,Beginnings Area,Booder Skies,,,5.,6,,,169,WR,«,,Sport,,5/30/09,,,,,,,,,,,,
Carver,,,Rites of Passage,,,5.,10b,,,91,PRCs,«««,,Sport,,7/31/13,,,,,,,,,,,,
Carver,,,Smooth Operator,,,5.,4,,,96,PRCs,««,,Trad,F,7/31/13,,,,,,,,,,,,
Carver,,,Leaning Uncertainty,,,5.,7,,,97,PRCs,«««,,Trad,F,7/31/13,,,,,,,,,,,,
Carver,,,Rubicon,,,5.,9,,,97,PRCs,««,,Sport,RP,7/31/13,8/3/11,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,EB-1,,,5.,9,,,,,««,,Sport,F,6/21/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,EB-2,,,5.,8,,,,,«««,,Sport,F,6/21/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Ellie's Sweet Kiss,,,5.,10a,,,,,«««,,Sport,F,6/21/14,,,,,,,,,,,,
Exit 38,Far Side,Neverland,Hard to Port,,,5.,10a,,,,,««,,Sport,F,6/22/14,,,,,,,,,,,,
Exit 38,Far Side,Neverland,I Wanna Go Home,,,5.,9,,,,,«««,,Sport,F,6/22/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Insomniac,,,5.,8,,,,,«««,,Sport,F,5/24/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Kiss of the Crowbar,,,5.,7,,,,,««««,,Sport,F,5/24/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Midnight Scrambler,,,5.,7,,,,,««,,TR,,5/24/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Missing the Taco,,,5.,10b,,,,,«««,,Sport,F,5/24/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Nocturnal Remission,,,5.,8,,,,,«««,,Sport,F,5/24/14,,,,,,,,,,,,
Exit 38,Far Side,Neverland,Pixie Dust Recommended,,,5.,10c,,,,,«««,,Sport,,6/22/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Space Face,,,5.,10c,,,,,««,,Sport/Aid,,6/21/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Swerve,,,5.,7,,,,,««,,Sport,F,5/24/14,,,,,,,,,,,,
Exit 38,Far Side,Neverland,The Plank,Pitch 1,,5.,9,,,,,«««,,Sport,F,6/22/14,,,,,,,,,,,,
Exit 38,Far Side,Neverland,The Plank,Pitch 2,,5.,10a,,,,,«««,,Sport,F,6/22/14,,,,,,,,,,,,
Exit 38,Far Side,Neverland,Tick Tock,,,5.,10b,,,,,«««,,Sport,F,6/22/14,,,,,,,,,,,,
Exit 38,Far Side,Interstate Park,Unknown,,,5.,10c,,,,,«««,Roof Problem left of EB-1,TR,,6/21/14,,,,,,,,,,,,
Frenches Dome,,,Oz,,Emerald City,5.,8,,,203,PRCs,««,,Sport,,9/15/13,6/12/11,,,,,,,,,,,
Frenches Dome,,,Silver Streak,,Dirty Deeds,5.,10c,,,203,PRCs,«««,,Sport,RP,9/15/13,7/13/12,,,,,,,,,,,
Frenches Dome,,,Straw Man,,,5.,7,,,203,PRCs,««,,Sport,RP,7/13/12,,,,,,,,,,,,
Frenches Dome,,,Alpha Centauri,,,5.,8,,,204,PRCs,«««,,Sport,RP,9/15/13,6/8/13,7/13/12,6/12/11,,,,,,,,,
Frenches Dome,,,Tin Tangle,,,5.,8,,,204,PRCs,«««,,Sport,RP,9/15/13,6/8/13,6/12/11,,,,,,,,,,
Frenches Dome,,,Giant's Direct,,,5.,7,,,205,PRCs,««,,Sport,RP,6/8/13,7/13/12,8/7/11,6/12/11,,,,,,,,,
Frenches Dome,,,Static Cling,,,5.,9,,,205,PRCs,««,,Sport,F,6/8/13,,,,,,,,,,,,
Frenchman Coulee,Feathers,,Dance of the Shaman,,,5.,10b,,,,,««,,Sport,F,10/18/14,,,,,,,,,,,,
Frenchman Coulee,Feathers,,Don Coyote,,,5.,8,,,,,««,,Sport,F,10/17/14,,,,,,,,,,,,
Frenchman Coulee,Feathers,,Hardening of the Arteries,,,5.,10c,,,,,«««,,Sport,RP,10/18/14,10/18/14,,,,,,,,,,,
Frenchman Coulee,Feathers,,Medicine Man,,,5.,10a,,,,,««,,Sport,F,10/18/14,,,,,,,,,,,,
Frenchman Coulee,Feathers,,Satan's Little Helper,,,5.,9,,,,,««,,Sport,F,10/17/14,,,,,,,,,,,,
Frenchman Coulee,Feathers,,Satan's Wagon,,,5.,10b,,,,,««,,Sport,RP,10/18/14,10/17/14,,,,,,,,,,,
Frenchman Coulee,Feathers,,So Funny I Forgot To Laugh,,,5.,9,,,,,««,,Sport,F,10/18/14,,,,,,,,,,,,
Frenchman Coulee,Feathers,,The Uprising,,,5.,8,,,,,««,,Sport,F,10/17/14,,,,,,,,,,,,
Frenchman Coulee,Feathers,,Wish I Were Skiing at 49,,,5.,10b,,,,,«««,,Sport,F,10/18/14,,,,,,,,,,,,
Frenchman Coulee,,Sunshine Wall,Clip 'em or Skip 'em,,,5.,8,,,,,«««,,Sport,F,10/17/14,,,,,,,,,,,,
